title,heading,content,tokens
Wayback Machine,Limitations,"In 2014 there was a six-month lag time between when a website was crawled and when it became available for viewing in the Wayback Machine. Currently, the lag time is 3 to 10 hours. The Wayback Machine offers only limited search facilities. Its ""Site Search"" feature allows users to find a site based on words describing the site, rather than words found on the web pages themselves.The Wayback Machine does not include every web page ever made due to the limitations of its web crawler. The Wayback Machine cannot completely archive web pages that contain interactive features such as Flash platforms and forms written in JavaScript and progressive web applications, because those functions require interaction with the host website. This means that, since approximately July 9, 2013, the Wayback Machine has been unable to display YouTube comments when saving videos' watch pages, as, according to the Archive Team, comments are no longer ""loaded within the page itself."" The Wayback Machine's web crawler has difficulty extracting anything not coded in HTML or one of its variants, which can often result in broken hyperlinks and missing images. Due to this, the web crawler cannot archive ""orphan pages"" that are not linked to by other pages. The Wayback Machine's crawler only follows a predetermined number of hyperlinks based on a preset depth limit, so it cannot archive every hyperlink on every page.",280
Wayback Machine,Netbula LLC v. Chordiant Software Inc.,"In a 2009 case, Netbula, LLC v. Chordiant Software Inc., defendant Chordiant filed a motion to compel Netbula to disable the robots.txt file on its website that was causing the Wayback Machine to retroactively remove access to previous versions of pages it had archived from Netbula's site, pages that Chordiant believed would support its case.Netbula objected to the motion on the ground that defendants were asking to alter Netbula's website and that they should have subpoenaed Internet Archive for the pages directly. An employee of Internet Archive filed a sworn statement supporting Chordiant's motion, however, stating that it could not produce the web pages by any other means ""without considerable burden, expense and disruption to its operations.""Magistrate Judge Howard Lloyd in the Northern District of California, San Jose Division, rejected Netbula's arguments and ordered them to disable the robots.txt blockage temporarily in order to allow Chordiant to retrieve the archived pages that they sought.",217
Wayback Machine,"Telewizja Polska USA, Inc. v. Echostar Satellite","In an October 2004 case, Telewizja Polska USA, Inc. v. Echostar Satellite, No. 02 C 3293, 65 Fed. R. Evid. Serv. 673 (N.D. Ill. October 15, 2004), a litigant attempted to use the Wayback Machine archives as a source of admissible evidence, perhaps for the first time. Telewizja Polska is the provider of TVP Polonia and EchoStar operates the Dish Network. Prior to the trial proceedings, EchoStar indicated that it intended to offer Wayback Machine snapshots as proof of the past content of Telewizja Polska's website. Telewizja Polska brought a motion in limine to suppress the snapshots on the grounds of hearsay and unauthenticated source, but Magistrate Judge Arlander Keys rejected Telewizja Polska's assertion of hearsay and denied TVP's motion in limine to exclude the evidence at trial. At the trial, however, District Court Judge Ronald Guzman, the trial judge, overruled Magistrate Keys' findings, and held that neither the affidavit of the Internet Archive employee nor the underlying pages (i.e., the Telewizja Polska website) were admissible as evidence. Judge Guzman reasoned that the employee's affidavit contained both hearsay and inconclusive supporting statements, and the purported web page, printouts were not self-authenticating.",316
Wayback Machine,Patent law,"Provided some additional requirements are met (e.g., providing an authoritative statement of the archivist), the United States patent office and the European Patent Office will accept date stamps from the Internet Archive as evidence of when a given Web page was accessible to the public. These dates are used to determine if a Web page is available as prior art for instance in examining a patent application.",79
Wayback Machine,Limitations of utility,"There are technical limitations to archiving a website, and as a consequence, opposing parties in litigation can misuse the results provided by website archives. This problem can be exacerbated by the practice of submitting screenshots of web pages in complaints, answers, or expert witness reports when the underlying links are not exposed and therefore, can contain errors. For example, archives such as the Wayback Machine do not fill out forms and therefore, do not include the contents of non-RESTful e-commerce databases in their archives.",106
Wayback Machine,Legal status,"In Europe, the Wayback Machine could be interpreted as violating copyright laws. Only the content creator can decide where their content is published or duplicated, so the Archive would have to delete pages from its system upon request of the creator. The exclusion policies for the Wayback Machine may be found in the FAQ section of the site.Some cases have been brought against the Internet Archive specifically for its Wayback Machine archiving efforts.",88
Wayback Machine,Scientology,"In late 2002, the Internet Archive removed various sites that were critical of Scientology from the Wayback Machine. An error message stated that this was in response to a ""request by the site owner"". Later, it was clarified that lawyers from the Church of Scientology had demanded the removal and that the site owners did not want their material removed.",70
Wayback Machine,"Healthcare Advocates, Inc.","In 2003, Harding Earley Follmer & Frailey defended a client from a trademark dispute using the Archive's Wayback Machine. The attorneys were able to demonstrate that the claims made by the plaintiff were invalid, based on the content of their website from several years prior. The plaintiff, Healthcare Advocates, then amended their complaint to include the Internet Archive, accusing the organization of copyright infringement as well as violations of the DMCA and the Computer Fraud and Abuse Act. Healthcare Advocates claimed that, since they had installed a robots.txt file on their website, even if after the initial lawsuit was filed, the Archive should have removed all previous copies of the plaintiff website from the Wayback Machine, however, some material continued to be publicly visible on Wayback. The lawsuit was settled out of court after Wayback fixed the problem.",173
Wayback Machine,Suzanne Shell,"Activist Suzanne Shell filed suit in December 2005, demanding Internet Archive pay her US$100,000 for archiving her website profane-justice.org between 1999 and 2004. Internet Archive filed a declaratory judgment action in the United States District Court for the Northern District of California on January 20, 2006, seeking a judicial determination that Internet Archive did not violate Shell's copyright. Shell responded and brought a countersuit against Internet Archive for archiving her site, which she alleges is in violation of her terms of service. On February 13, 2007, a judge for the United States District Court for the District of Colorado dismissed all counterclaims except breach of contract. The Internet Archive did not move to dismiss copyright infringement claims Shell asserted arising out of its copying activities, which would also go forward.On April 25, 2007, Internet Archive and Suzanne Shell jointly announced the settlement of their lawsuit. The Internet Archive said it ""...has no interest in including materials in the Wayback Machine of persons who do not wish to have their Web content archived. We recognize that Ms. Shell has a valid and enforceable copyright in her Web site and we regret that the inclusion of her Web site in the Wayback Machine resulted in this litigation."" Shell said, ""I respect the historical value of Internet Archive's goal. I never intended to interfere with that goal nor cause it any harm.""",278
Wayback Machine,Daniel Davydiuk,"Between 2013 and 2016, a pornographic actor named Daniel Davydiuk tried to remove archived images of himself from the Wayback Machine's archive, first by sending multiple DMCA requests to the archive, and then by appealing to the Federal Court of Canada. The images were then finally removed from the website in 2017.",65
Wayback Machine,FlexiSpy,"In 2018, archives of stalkerware application FlexiSpy's website were removed from the Wayback Machine. The company claimed to have contacted the Internet Archive, presumably to remove the archives of its website.",45
Wayback Machine,Censorship and other threats,"Archive.org is currently blocked in China. After the Islamic State terrorist organization was banned, the Internet Archive had been blocked in its entirety in Russia as a host of an outreach video from that organization, for a short time in 2015–16. Since 2016, the website has been back, available in its entirety, although local commercial lobbyists are suing the Internet Archive in a local court to ban it on copyright grounds.Alison Macrina, director of the Library Freedom Project, notes that ""while librarians deeply value individual privacy, we also strongly oppose censorship"".There is at least one case in which an article was removed from the archive shortly after it had been removed from its original website. A Daily Beast reporter had written an article that outed several gay Olympian athletes in 2016 after he had made a fake profile posing as a gay man on a dating app. The Daily Beast removed the article after it was met with widespread furor; not long after, the Internet Archive soon did as well, but emphatically stated that they did so for no other reason than to protect the safety of the outed athletes.Other threats include natural disasters, destruction (remote or physical), manipulation of the archive's contents (see also: cyberattack, backup), problematic copyright laws and surveillance of the site's users.Alexander Rose, executive director of the Long Now Foundation, suspects that in the long term of multiple generations ""next to nothing"" will survive in a useful way, stating, ""If we have continuity in our technological civilization, I suspect a lot of the bare data will remain findable and searchable. But I suspect almost nothing of the format in which it was delivered will be recognizable"" because sites ""with deep back-ends of content-management systems like Drupal and Ruby and Django"" are harder to archive.In an article reflecting on the preservation of human knowledge, The Atlantic has commented that the Internet Archive, which describes itself to be built for the long-term, ""is working furiously to capture data before it disappears without any long-term infrastructure to speak of.""",421
Indoor air quality,Summary,"Indoor air quality (IAQ) is the air quality within and around buildings and structures. IAQ is known to affect the health, comfort, and well-being of building occupants. Poor indoor air quality has been linked to sick building syndrome, reduced productivity, and impaired learning in schools. Common pollutants of indoor air include: Secondhand tobacco smoke, air pollutants from indoor combustion, radon, molds and other allergens, carbon monoxide, volatile organic compounds, legionella and other bacteria, asbestos fibers, carbon dioxide, ozone and particulates. Source control, filtration, and the use of ventilation to dilute contaminants are the primary methods for improving indoor air quality in most buildings. 
Determination of IAQ involves the collection of air samples, monitoring human exposure to pollutants, collection of samples on building surfaces, and computer modelling of air flow inside buildings. IAQ is part of indoor environmental quality (IEQ), which includes IAQ as well as other physical and psychological aspects of life indoors (e.g., lighting, visual quality, acoustics, and thermal comfort).Indoor workplaces are found in many working environments such as offices, sales areas, hospitals, libraries, schools and preschool childcare facilities. At such workplaces, no tasks involving hazardous substances are performed, and they do not include high-noise areas. Nevertheless, employees may feature symptoms belonging to the sick building syndrome such as burning of the eyes, scratchy throat, blocked nose, and headaches. These afflictions often cannot be attributed to a single cause, and require a comprehensive analysis besides the testing of the air quality. Factors such as the workplace design, lighting, noise, thermal environment, ionising radiation and psychological and mental aspects have as well to be allowed for. A report assisted by the Institute for Occupational Safety and Health of the German Social Accident Insurance can support in the systematic investigation of individual health problems arising at indoor workplaces, and in the identification of practical solutions.Indoor air pollution is a major health hazard in developing countries and is commonly referred to as ""household air pollution"" in that context. It is mostly relating to cooking and heating methods by burning biomass fuel, in the form of wood, charcoal, dung, and crop residue, in indoor environments that lack proper ventilation. Millions of people, primarily women and children face serious health risks. In total, about three billion people in developing countries are affected by this problem. The World Health Organization (WHO) estimates that cooking-related indoor air pollution causes 3.8 million annual deaths. The Global Burden of Disease study estimated the number of deaths in 2017 at 1.6 million.In January 2023, suggestions for decreasing indoor air pollution when using a gas stove, which is linked to an increased risk of asthma and other possible illnesses, were published in The New York Times.",578
Indoor air quality,Secondhand tobacco smoke,"Secondhand smoke is tobacco smoke which affects people other than the 'active' smoker.  Second-hand tobacco smoke includes both a gaseous and a particulate phase, with particular hazards arising from levels of carbon monoxide (as indicated below) and very small particulates (fine particular matter at especially PM2.5 size, and PM10) which get into the bronchioles and alveoles in the lung. The only certain method to improve indoor air quality as regards secondhand smoke is to eliminate smoking indoors. Indoor e-cigarette use also increases home particulate matter concentrations.",127
Indoor air quality,Air pollutants from indoor combustion,"Indoor combustion, such as for cooking or heating, is a major cause of indoor air pollution and causes significant health harms and premature deaths. Hydrocarbon fires cause air pollution. Pollution is caused by both biomass and fossil fuels of various types, but some forms of fuels are more harmful than others. Indoor fire can produce black carbon particles, nitrogen oxides, sulfur oxides, and mercury compounds, among other emissions. Around 3 billion people cook over open fires or on rudimentary cook stoves. Cooking fuels are coal, wood, animal dung, and crop residues.In January 2023, ways of improving indoor air pollution when using a gas stove, linked to an increased risk of asthma and other possible illnesses, was published in The New York Times.",160
Indoor air quality,Radon,"Radon is an invisible, radioactive atomic gas that results from the radioactive decay of radium, which may be found in rock formations beneath buildings or in certain building materials themselves.  Radon is probably the most pervasive serious hazard for indoor air in the United States and Europe, and is probably responsible for tens of thousands of deaths from lung cancer each year. There are relatively simple test kits for do-it-yourself radon gas testing, but if a home is for sale the testing must be done by a licensed person in some U.S. states. Radon gas enters buildings as a soil gas and is a heavy gas and thus will tend to accumulate at the lowest level. Radon may also be introduced into a building through drinking water particularly from bathroom showers. Building materials can be a rare source of radon, but little testing is carried out for stone, rock or tile products brought into building sites; radon accumulation is greatest for well insulated homes. The half life for radon is 3.8 days, indicating that once the source is removed, the hazard will be greatly reduced within a few weeks. Radon mitigation methods include sealing concrete slab floors, basement foundations, water drainage systems, or by increasing ventilation. They are usually cost effective and can greatly reduce or even eliminate the contamination and the associated health risks.
Radon is measured in picocuries per liter of air (pCi/L), a measurement of radioactivity. In the United States, the average indoor radon level is about 1.3 pCi/L. The average outdoor level is about 0.4 pCi/L. The U.S. Surgeon General and EPA recommend fixing homes with radon levels at or above 4 pCi/L. EPA also recommends that people think about fixing their homes for radon levels between 2 pCi/L and 4 pCi/L.",389
Indoor air quality,Molds and other allergens,"These biological chemicals can arise from a host of means, but there are two common classes: (a) moisture induced growth of mold colonies and (b) natural substances released into the air such as animal dander and plant pollen. Mold is always associated with moisture, and its growth can be inhibited by keeping humidity levels below 50%. Moisture buildup inside buildings may arise from water penetrating compromised areas of the building envelope or skin, from plumbing leaks, from condensation due to improper ventilation, or from ground moisture penetrating a building part. Even something as simple as drying clothes indoors on radiators can increase the risk of exposure to (amongst other things) Aspergillus – a highly dangerous mould that can be fatal for asthma sufferers and the elderly. In areas where cellulosic materials (paper and wood, including drywall) become moist and fail to dry within 48 hours, mold mildew can propagate and release allergenic spores into the air.
In many cases, if materials have failed to dry out several days after the suspected water event, mold growth is suspected within wall cavities even if it is not immediately visible. Through a mold investigation, which may include destructive inspection, one should be able to determine the presence or absence of mold. In a situation where there is visible mold and the indoor air quality may have been compromised, mold remediation may be needed. Mold testing and inspections should be carried out by an independent investigator to avoid any conflict of interest and to insure accurate results.
There are some varieties of mold that contain toxic compounds (mycotoxins). However, exposure to hazardous levels of mycotoxin via inhalation is not possible in most cases, as toxins are produced by the fungal body and are not at significant levels in the released spores. The primary hazard of mold growth, as it relates to indoor air quality, comes from the allergenic properties of the spore cell wall. More serious than most allergenic properties is the ability of mold to trigger episodes in persons that already have asthma, a serious respiratory disease.",421
Indoor air quality,Carbon monoxide,"One of the most acutely toxic indoor air contaminants is carbon monoxide (CO), a colourless and odourless gas that is a by-product of incomplete combustion. Common sources of carbon monoxide are tobacco smoke, space heaters using fossil fuels, defective central heating furnaces and automobile exhaust. By depriving the brain of oxygen, high levels of carbon monoxide can lead to nausea, unconsciousness and death. According to the American Conference of Governmental Industrial Hygienists (ACGIH), the time-weighted average (TWA) limit for carbon monoxide (630–08–0) is 25 ppm.",131
Indoor air quality,Volatile organic compounds,"Volatile organic compounds (VOCs) are emitted as gases from certain solids or liquids. VOCs include a variety of chemicals, some of which may have short- and long-term adverse health effects. Concentrations of many VOCs are consistently higher indoors (up to ten times higher) than outdoors.  VOCs are emitted by a wide array of products numbering in the thousands. Examples include: paints and lacquers, paint strippers, cleaning supplies, pesticides, building materials and furnishings, office equipment such as copiers and printers, correction fluids and carbonless copy paper, graphics and craft materials including glues and adhesives, permanent markers, and photographic solutions.Chlorinated drinking water releases chloroform when hot water is used in the home.  Benzene is emitted from fuel stored in attached garages. Overheated cooking oils emit acrolein and formaldehyde. A meta-analysis of 77 surveys of VOCs in homes in the US found the top ten riskiest indoor air VOCs were acrolein, formaldehyde, benzene,  hexachlorobutadiene, acetaldehyde, 1,3-butadiene, benzyl chloride, 1,4-dichlorobenzene, carbon tetrachloride, acrylonitrile, and vinyl chloride.  These compounds exceeded health standards in most homes.Organic chemicals are widely used as ingredients in household products. Paints, varnishes, and wax all contain organic solvents, as do many cleaning, disinfecting, cosmetic, degreasing, and hobby products. Fuels are made up of organic chemicals. All of these products can release organic compounds during usage, and, to some degree, when they are stored. Testing emissions from building materials used indoors has become increasingly common for floor coverings, paints, and many other important indoor building materials and finishes.Indoor materials such as gypsum boards or carpet act as VOC 'sinks', by trapping VOC vapors for extended periods of time, and releasing them by outgassing. This can result in chronic and low-level exposures to VOCs.Several initiatives envisage to reduce indoor air contamination by limiting VOC emissions from products. There are regulations in France and in Germany, and numerous voluntary ecolabels and rating systems containing low VOC emissions criteria such as EMICODE, M1, Blue Angel and Indoor Air Comfort in Europe, as well as California Standard CDPH Section 01350 and several others in the US. These initiatives changed the marketplace where an increasing number of low-emitting products has become available during the last decades.
At least 18 Microbial VOCs (MVOCs) have been characterised including 1-octen-3-ol, 3-methylfuran, 2-pentanol, 2-hexanone, 2-heptanone, 3-octanone, 3-octanol, 2-octen-1-ol, 1-octene, 2-pentanone, 2-nonanone, borneol, geosmin, 1-butanol, 3-methyl-1-butanol, 3-methyl-2-butanol, and thujopsene.  The first of these compounds is called mushroom alcohol.  The last four are products of Stachybotrys chartarum, which has been linked with sick building syndrome.",713
Indoor air quality,Legionella,"Legionnaires' disease is caused by a waterborne bacterium Legionella that grows best in slow-moving or still, warm water. The primary route of exposure is through the creation of an aerosol effect, most commonly from evaporative cooling towers or showerheads. A common source of Legionella in commercial buildings is from poorly placed or maintained evaporative cooling towers, which often release water in an aerosol which may enter nearby ventilation intakes. Outbreaks in medical facilities and nursing homes, where patients are immuno-suppressed and immuno-weak, are the most commonly reported cases of Legionellosis. More than one case has involved outdoor fountains in public attractions. The presence of Legionella in commercial building water supplies is highly under-reported, as healthy people require heavy exposure to acquire infection.
Legionella testing typically involves collecting water samples and surface swabs from evaporative cooling basins, shower heads, faucets/taps, and other locations where warm water collects. The samples are then cultured and colony forming units (cfu) of Legionella are quantified as cfu/Liter.
Legionella is a parasite of protozoans such as amoeba, and thus requires conditions suitable for both organisms. The bacterium forms a biofilm which is resistant to chemical and antimicrobial treatments, including chlorine. Remediation for Legionella outbreaks in commercial buildings vary, but often include very hot water flushes (160 °F; 70 °C), sterilisation of standing water in evaporative cooling basins, replacement of shower heads, and in some cases flushes of heavy metal salts. Preventive measures include adjusting normal hot water levels to allow for 120 °F (50 °C) at the tap, evaluating facility design layout, removing faucet aerators, and periodic testing in suspect areas.",377
Indoor air quality,Other bacteria,"There are many bacteria of health significance found in indoor air and on indoor surfaces. The role of microbes in the indoor environment is increasingly studied using modern gene-based analysis of environmental samples. Currently efforts are under way to link microbial ecologists and indoor air scientists to forge new methods for analysis and to better interpret the results.

""There are approximately ten times as many bacterial cells in the human flora as there are human cells in the body, with large numbers of bacteria on the skin and as gut flora."" A large fraction of the bacteria found in indoor air and dust are shed from humans. Among the most important bacteria known to occur in indoor air are Mycobacterium tuberculosis, Staphylococcus aureus, Streptococcus pneumoniae.",157
Indoor air quality,Asbestos fibers,"Many common building materials used before 1975 contain asbestos, such as some floor tiles, ceiling tiles, shingles, fireproofing, heating systems, pipe wrap, taping muds, mastics, and other insulation materials. Normally, significant releases of asbestos fiber do not occur unless the building materials are disturbed, such as by cutting, sanding, drilling, or building remodelling. Removal of asbestos-containing materials is not always optimal because the fibers can be spread into the air during the removal process. A management program for intact asbestos-containing materials is often recommended instead.
When asbestos-containing material is damaged or disintegrates, microscopic fibers are dispersed into the air. Inhalation of asbestos fibers over long exposure times is associated with increased incidence of lung cancer, in particular the specific form mesothelioma. The risk of lung cancer from inhaling asbestos fibers is significantly greater to smokers, however there is no confirmed connection to damage caused by asbestosis  . The symptoms of the disease do not usually appear until about 20 to 30 years after the first exposure to asbestos.
Asbestos is found in older homes and buildings, but occurs most commonly in schools, hospitals and industrial settings. Although all asbestos is hazardous, products that are friable, e.g. sprayed coatings and insulation, pose a significantly higher hazard as they are more likely to release fibers to the air. The US Federal Government and some states have set standards for acceptable levels of asbestos fibers in indoor air. There are particularly stringent regulations applicable to schools.",313
Indoor air quality,Carbon dioxide,"According to ASHRAE, ""Existing evidence for direct impacts of Carbon dioxide (CO2) on health, well-being, learning outcomes, and work performance at commonly observed indoor concentrations is inconsistent, and therefore does not currently justify changes to ventilation and IAQ standards, regulations, or guidelines."" NASA noted research on the CO2 levels found on submarines or spacecraft (of 3000ppm-7000ppm) had found it didn't affect the performance of astronaughts or submarine officers. However, they decided to limit it to 5000ppm to avoid headaches. Whereas in non-specialised populations, pure CO2 at a concentration common in indoor environments was found to affect high-level decision-making.Moreover, it  is a relatively easy to measure surrogate for indoor pollutants emitted by humans, and correlates with human metabolic activity. Humans are the main indoor source of carbon dioxide in most buildings. Indoor CO2 levels are an indicator of the adequacy of outdoor air ventilation relative to indoor occupant density and metabolic activity.
To eliminate most complaints, the total indoor CO2 level should be reduced to a difference of no greater than 700 ppm above outdoor levels. The USA National Institute for Occupational Safety and Health (NIOSH) considers that indoor air concentrations of carbon dioxide that exceed 1,000 ppm are a marker suggesting inadequate ventilation. The UK standards for schools say that carbon dioxide in all teaching and learning spaces, when measured at seated head height and averaged over the whole day should not exceed 1,500 ppm. The whole day refers to normal school hours (i.e. 9:00am to 3:30pm) and includes unoccupied periods such as lunch breaks. In Hong Kong, the EPD established indoor air quality objectives for office buildings and public places in which a carbon dioxide level below 1,000 ppm is considered to be good. European standards limit carbon dioxide to 3,500 ppm. OSHA limits carbon dioxide concentration in the workplace to 5,000 ppm for prolonged periods, and 35,000 ppm for 15 minutes.
Carbon dioxide concentrations increase as a result of human occupancy, but lag in time behind cumulative occupancy and intake of fresh air. The lower the air exchange rate, the slower the buildup of carbon dioxide to quasi ""steady state"" concentrations on which the NIOSH and UK guidance are based.  Therefore, measurements of carbon dioxide for purposes of assessing the adequacy of ventilation need to be made after an extended period of steady occupancy and ventilation – in schools at least 2 hours, and in offices at least 3 hours – for concentrations to be a reasonable indicator of ventilation adequacy. Portable instruments used to measure carbon dioxide should be calibrated frequently, and outdoor measurements used for calculations should be made close in time to indoor measurements. Corrections for temperature effects on measurements made outdoors may also be necessary.
Carbon dioxide concentrations in closed or confined rooms can increase to 1,000 ppm within 45 minutes of enclosure. For example, in a 3.5-by-4-metre (11 ft × 13 ft) sized office, atmospheric carbon dioxide increased from 500 ppm to over 1,000 ppm within 45 minutes of ventilation cessation and closure of windows and doors.",647
Indoor air quality,Ozone,"Ozone is produced by ultraviolet light from the Sun hitting the Earth's atmosphere (especially in the ozone layer), lightning, certain high-voltage electric devices (such as air ionizers), and as a by-product of other types of pollution.
Ozone exists in greater concentrations at altitudes commonly flown by passenger jets.  Reactions between ozone and onboard substances, including skin oils and cosmetics, can produce toxic chemicals as by-products.  Ozone itself is also irritating to lung tissue and harmful to human health.
Outdoor air used for ventilation may have sufficient ozone to react with common indoor pollutants as well as skin oils and other common indoor air chemicals or surfaces. Particular concern is warranted when using ""green"" cleaning products based on citrus or terpene extracts, because these chemicals react very quickly with ozone to form toxic and irritating chemicals as well as fine and ultrafine particles.  Ventilation with outdoor air containing elevated ozone concentrations may complicate remediation attempts.The Clean Air Act of 1990 required the United States Environmental Protection Agency to set National Ambient Air Quality Standards (NAAQS) for six criteria air pollutants harmful to human health. Ozone is one of the criteria air pollutants.  Other organizations have put forth air standards such as the Occupational Safety and Health Administration (OSHA), the National Institute for Occupational Safety and Health (NIOSH), and the World Health Organization (WHO). The OSHA standard for Ozone concentration within the workplace is 0.1 ppm averaged over an 8-hour period. The EPA standard for ozone concentration is 0.07 ppm average over an 8-hour period.",332
Indoor air quality,Particulates,"Atmospheric particulate matter, also known as particulates, can be found indoors and can affect the health of occupants.  Authorities have established standards for the maximum concentration of particulates to ensure indoor air quality.",46
Indoor air quality,Prompt cognitive deficits,"In 2015, experimental studies reported the detection of significant episodic (situational) cognitive impairment from impurities in the air breathed by test subjects who were not informed about changes in the air quality. Researchers at the Harvard University and SUNY Upstate Medical University and Syracuse University measured the cognitive performance of 24 participants in three different controlled laboratory atmospheres that simulated those found in ""conventional"" and ""green"" buildings, as well as green buildings with enhanced ventilation. Performance was evaluated objectively using the widely used Strategic Management Simulation software simulation tool, which is a well-validated assessment test for executive decision-making in an unconstrained situation allowing initiative and improvisation. Significant deficits were observed in the performance scores achieved in increasing concentrations of either VOCs or carbon dioxide, while keeping other factors constant. The highest impurity levels reached are not uncommon in some classroom or office environments.",182
Indoor air quality,Effect of indoor plants,"Houseplants together with the medium in which they are grown can reduce components of indoor air pollution, particularly volatile organic compounds (VOC) such as benzene, toluene, and xylene. Plants remove CO2 and release oxygen and water, although the quantitative impact for house plants is small. The interest in using potted plants for removing VOCs was sparked by a 1989 NASA study conducted in sealed chambers designed to replicate the environment on space stations. However, these results suffered from poor replication and are not applicable to typical buildings, where outdoor-to-indoor air exchange already removes VOCs at a rate that could only be matched by the placement of 10–1000 plants/m2 of a building’s floor space.Plants also appear to reduce airborne microbes and molds, and to increase humidity. However, the increased humidity can itself lead to increased levels of mold and even VOCs.When carbon dioxide concentrations are elevated indoors relative to outdoor concentrations, it is only an indicator that ventilation is inadequate to remove metabolic products associated with human occupancy. Plants require carbon dioxide to grow and release oxygen when they consume carbon dioxide.  A study published in the journal Environmental Science & Technology considered uptake rates of ketones and aldehydes by the peace lily (Spathiphyllum clevelandii) and golden pothos (Epipremnum aureum) Akira Tani and C. Nicholas Hewitt found ""Longer-term fumigation results revealed that the total uptake amounts were 30–100 times as much as the amounts dissolved in the leaf, suggesting that volatile organic carbons are metabolized in the leaf and/or translocated through the petiole."" It is worth noting the researchers sealed the plants in Teflon bags. ""No VOC loss was detected from the bag when the plants were absent. However, when the plants were in the bag, the levels of aldehydes and ketones both decreased slowly but continuously, indicating removal by the plants."" Studies done in sealed bags do not faithfully reproduce the conditions in the indoor environments of interest. Dynamic conditions with outdoor air ventilation and the processes related to the surfaces of the building itself and its contents as well as the occupants need to be studied.
Since extremely high humidity is associated with increased mold growth, allergic responses, and respiratory responses, the presence of additional moisture from houseplants may not be desirable in all indoor settings if watering is done inappropriately.",505
